Food Product,Main Ingredient,Sweetener,Fat/Oil,Seasoning,Allergens,Price ($),Customer rating (Out of 5),Prediction
Rice,Rice,None,Butter,Garlic,Rice,14.86,1.9,May Contain
Cod,Cod,Sugar,Olive Oil,Pepper,Cod,45.98,3.8,Contains
Cheese,Cheese,Sugar,Coconut Oil,Pepper,Cheese,46.17,2.7,May Contain
Cod,Cod,Sugar,Butter,None,Cod,35.74,1.8,May Contain
Butter,Butter,None,Coconut Oil,None,Butter,10.66,4.1,May Contain
Cashews,Cashews,Sugar,Coconut Oil,Garlic,Cashews,45.96,3.9,Contains
Apple,Apple,None,Coconut Oil,None,None,8.91,2.5,Contains
Sweet Potato,Sweet Potato,Maple Syrup,Coconut Oil,Pepper,None,43.04,2.8,May Contain
Cream,Cream,Maple Syrup,Coconut Oil,Salt,Cream,25.1,1.3,Safe
Olive Oil,Olive Oil,Sugar,Coconut Oil,None,None,43.79,1.8,May Contain
Millet,Millet,None,None,Pepper,Millet,45.78,3.8,May Contain
Banana,Banana,None,None,Salt,None,26.26,2.3,Contains
Cumin,Cumin,Sugar,None,Pepper,None,48.64,4.1,Safe
Hemp Seeds,Hemp Seeds,Sugar,None,Salt,Hemp Seeds,15.09,4.6,Contains
Carrageenan,Carrageenan,Honey,Coconut Oil,Salt,None,16.33,1.8,Safe
Mango,Mango,Sugar,Butter,Salt,None,41.79,1.6,May Contain
Olive Oil,Olive Oil,None,None,Garlic,None,39.95,4.5,May Contain
Dill,Dill,Sugar,None,Garlic,None,5.68,1.3,Contains
Sulfites,Sulfites,Maple Syrup,None,Garlic,None,37.84,2.6,Safe
Cumin,Cumin,Sugar,Butter,Garlic,None,24.83,2.8,May Contain
Sunflower Oil,Sunflower Oil,Sugar,Butter,Pepper,None,37.2,4.7,Contains
Rabbit,Rabbit,Maple Syrup,Coconut Oil,Garlic,None,8.5,2.2,May Contain
Corn,Corn,Honey,None,Garlic,Corn,16.63,1.7,Safe
Carrot,Carrot,Maple Syrup,Olive Oil,Salt,None,28.96,3.5,Safe
Sulfites,Sulfites,Honey,None,Garlic,None,45.14,4.8,May Contain
Artificial Coloring,Artificial Coloring,Sugar,None,Salt,None,41.96,1.2,Safe
Grapeseed Oil,Grapeseed Oil,None,Butter,Garlic,None,49.66,2.2,May Contain
Grapeseed Oil,Grapeseed Oil,Maple Syrup,Olive Oil,Salt,None,40.26,4.4,Contains
Sodium Benzoate,Sodium Benzoate,Sugar,Coconut Oil,Pepper,None,40.41,1.7,May Contain
Pear,Pear,Honey,Coconut Oil,Pepper,None,6.91,1.3,Safe
Yogurt,Yogurt,None,Coconut Oil,Salt,Yogurt,30.53,4.7,May Contain
Saffron,Saffron,Sugar,Butter,Salt,None,28.81,4.1,Contains
Fig,Fig,Honey,None,Garlic,None,7.16,1.5,Contains
Avocado Oil,Avocado Oil,Sugar,None,None,None,35.04,3.7,Contains
Nutmeg,Nutmeg,Honey,None,Pepper,None,18.93,3.8,Contains
Hazelnuts,Hazelnuts,Sugar,None,Garlic,Hazelnuts,7.75,4.9,May Contain
Lobster,Lobster,Sugar,Coconut Oil,Salt,Lobster,9.45,3.5,Contains
Apple,Apple,None,Butter,Salt,None,42.92,2.3,Safe
Cloves,Cloves,Honey,Coconut Oil,Pepper,None,29.93,4.3,Contains
Sesame Oil,Sesame Oil,Maple Syrup,None,None,None,19.27,2.1,Contains
Peach,Peach,Maple Syrup,Butter,None,None,34.23,3.4,Contains
Turnip,Turnip,Sugar,Coconut Oil,Salt,None,20.3,4.6,Contains
Brazil Nuts,Brazil Nuts,None,Olive Oil,Garlic,Brazil Nuts,36.34,4.9,Contains
Cod,Cod,Maple Syrup,Coconut Oil,None,Cod,8.1,3.4,Safe
Sunflower Seeds,Sunflower Seeds,Maple Syrup,None,Salt,Sunflower Seeds,8.49,4.3,Contains
Benzoates,Benzoates,Sugar,Olive Oil,None,None,40,3,Contains
Oysters,Oysters,Honey,Coconut Oil,Garlic,Oysters,36.3,4.6,May Contain
Mussels,Mussels,Honey,Coconut Oil,Pepper,Mussels,27.33,3.5,May Contain
Cumin,Cumin,Maple Syrup,Butter,Salt,None,49.56,3.1,May Contain
Carrageenan,Carrageenan,None,Coconut Oil,Garlic,None,12.03,4.6,May Contain
Spelt,Spelt,None,Butter,Garlic,Spelt,30.44,3.2,May Contain
Oysters,Oysters,Maple Syrup,Olive Oil,None,Oysters,45.79,4.7,Safe
Yogurt,Yogurt,Maple Syrup,None,None,Yogurt,6.04,1.1,May Contain
Coconut Oil,Coconut Oil,Maple Syrup,Olive Oil,Pepper,None,31.48,4.7,Safe
Black Beans,Black Beans,Honey,Olive Oil,Pepper,Black Beans,18.55,3.2,Safe
Chia Seeds,Chia Seeds,Honey,Olive Oil,Garlic,Chia Seeds,17.31,4.9,May Contain
Squid,Squid,Honey,Coconut Oil,Garlic,Squid,22.32,3.7,Safe
Cheese,Cheese,None,Coconut Oil,None,Cheese,43.85,3.5,Safe
Cumin,Cumin,Honey,None,Salt,None,28.83,2.4,May Contain
Mushroom,Mushroom,Sugar,None,Salt,None,35.45,3.5,Safe
Ghee,Ghee,Honey,Butter,Salt,Ghee,9.56,3.3,May Contain
Cabbage,Cabbage,Honey,Butter,Pepper,None,8.8,4.2,Safe
Salmon,Salmon,Honey,Olive Oil,Salt,Salmon,9.61,2.7,May Contain
Cumin,Cumin,Sugar,Coconut Oil,Garlic,None,7.59,4.3,Contains
Artificial Coloring,Artificial Coloring,None,Olive Oil,Garlic,None,25.7,3.9,Safe
Macadamia Nuts,Macadamia Nuts,None,Coconut Oil,None,Macadamia Nuts,35.2,4.9,Safe
Oysters,Oysters,Maple Syrup,Olive Oil,Garlic,Oysters,7.17,2.2,Contains
Butter,Butter,Honey,Olive Oil,None,Butter,36.86,4.4,Safe
Lettuce,Lettuce,Honey,Olive Oil,Garlic,None,5.77,4.5,Safe
Cabbage,Cabbage,Maple Syrup,Butter,None,None,8,4.9,May Contain
Nitrates,Nitrates,Maple Syrup,Butter,Garlic,None,21.16,3.1,Safe
Curd,Curd,None,None,Garlic,Curd,34.91,3.4,Safe
Thyme,Thyme,Sugar,Olive Oil,Salt,None,26.42,1.1,Safe
Barley,Barley,Sugar,Butter,Pepper,Barley,6.2,2.4,Safe
Coconut Oil,Coconut Oil,Sugar,Olive Oil,Pepper,None,15.33,3.6,May Contain
Hemp Seeds,Hemp Seeds,Maple Syrup,Butter,None,Hemp Seeds,12.38,4.4,May Contain
Crab,Crab,Honey,Coconut Oil,Salt,Crab,31.76,3.2,Contains
Potassium Sorbate,Potassium Sorbate,Sugar,Coconut Oil,Garlic,None,19.93,2,May Contain
Condensed Milk,Condensed Milk,None,Butter,Garlic,Condensed Milk,45.36,1.1,May Contain
Cantaloupe,Cantaloupe,Sugar,Olive Oil,Garlic,None,8.53,5,Contains
Oysters,Oysters,Sugar,None,Garlic,Oysters,29.54,1.7,May Contain
Cherry,Cherry,None,None,None,None,14.05,1.5,Contains
Yogurt,Yogurt,None,Coconut Oil,Garlic,Yogurt,17.59,4.4,Contains
Avocado Oil,Avocado Oil,Honey,Coconut Oil,Garlic,None,9.31,2.9,Contains
Cinnamon,Cinnamon,Honey,Coconut Oil,Pepper,None,31.33,4.7,Safe
Carrot,Carrot,None,Coconut Oil,Salt,None,42.68,1.3,Safe
Flaxseed Oil,Flaxseed Oil,Honey,None,Garlic,None,9.1,3.3,Contains
Cod,Cod,None,Butter,Pepper,Cod,9.61,1.4,Safe
Hazelnuts,Hazelnuts,Sugar,Olive Oil,None,Hazelnuts,38.07,1.3,May Contain
Quail,Quail,Maple Syrup,Coconut Oil,None,None,16.49,1.8,May Contain
Nitrates,Nitrates,None,Butter,Pepper,None,18.29,1.3,May Contain
Squid,Squid,Maple Syrup,Butter,Garlic,Squid,22.92,1.2,May Contain
Spelt,Spelt,Sugar,Butter,Salt,Spelt,47.51,2.6,Contains
Turnip,Turnip,Maple Syrup,None,None,None,30.98,2,May Contain
Carrageenan,Carrageenan,Honey,Olive Oil,Salt,None,11.95,2.8,Safe
Thyme,Thyme,Maple Syrup,Olive Oil,Pepper,None,23.68,1.4,May Contain
Cumin,Cumin,Sugar,None,Garlic,None,13.26,1.8,Contains
Celery,Celery,Honey,Coconut Oil,Garlic,None,23.9,5,Contains
MSG,MSG,None,None,Pepper,None,11.49,3.8,Contains
Lamb,Lamb,Maple Syrup,Olive Oil,Pepper,None,21.01,2.2,Contains
Cloves,Cloves,Sugar,Olive Oil,Pepper,None,9.09,2.5,May Contain
Milk,Milk,None,Olive Oil,Salt,Milk,25.96,2.1,Contains
Curd,Curd,None,None,None,Curd,18.5,1.3,Contains
Goat,Goat,None,Olive Oil,Garlic,None,13.18,1.5,Contains
Crab,Crab,Sugar,None,None,Crab,7.58,3.6,Contains
Canola Oil,Canola Oil,Sugar,None,Garlic,None,5.01,4.2,Contains
Grapeseed Oil,Grapeseed Oil,Maple Syrup,Coconut Oil,None,None,44.93,4.9,May Contain
Asparagus,Asparagus,Honey,Coconut Oil,None,None,21.74,1.9,Contains
MSG,MSG,Maple Syrup,Olive Oil,None,None,7.68,1.5,Safe
Cheese,Cheese,Maple Syrup,Olive Oil,Salt,Cheese,9.45,3.5,May Contain
Quail,Quail,None,None,Salt,None,33.8,3.8,Safe
Curd,Curd,None,Olive Oil,Salt,Curd,15.18,1.1,May Contain
Barley,Barley,Sugar,Olive Oil,Garlic,Barley,32.09,2.8,Contains
Walnuts,Walnuts,None,Olive Oil,Pepper,Walnuts,14.4,3.2,Contains
MSG,MSG,Maple Syrup,Olive Oil,None,None,28.27,1,Safe
Olive Oil,Olive Oil,Honey,Butter,Garlic,None,6.01,3.2,Safe
Cashews,Cashews,Sugar,Butter,Garlic,Cashews,6.58,4.1,May Contain
Olive Oil,Olive Oil,Maple Syrup,Butter,Pepper,None,27.24,1.3,Safe
Avocado Oil,Avocado Oil,None,Butter,Garlic,None,39.7,2.4,May Contain
Shrimp,Shrimp,Sugar,Coconut Oil,Pepper,Shrimp,32.8,1.1,Contains
Pistachios,Pistachios,Maple Syrup,None,Salt,Pistachios,39.97,2.8,Contains
Thyme,Thyme,Honey,Butter,Garlic,None,48.53,4.6,Safe
Strawberries,Strawberries,Honey,Olive Oil,Garlic,None,11.49,4.8,Contains
Cod,Cod,Sugar,Olive Oil,Salt,Cod,48.55,3.2,Contains
Chickpeas,Chickpeas,None,Butter,Pepper,Chickpeas,40.19,4.9,May Contain
Saffron,Saffron,None,Olive Oil,None,None,46.74,4.1,May Contain
Radish,Radish,Honey,Coconut Oil,Pepper,None,15.17,3.3,Contains
Yogurt,Yogurt,Honey,None,Pepper,Yogurt,41.9,2.6,Contains
Bell Pepper,Bell Pepper,Maple Syrup,Olive Oil,Pepper,None,49.61,2.1,Contains
Chicken,Chicken,Sugar,Butter,Pepper,None,43.73,2.9,Safe
Squid,Squid,Maple Syrup,Coconut Oil,Garlic,Squid,10.31,1.4,Contains
Oysters,Oysters,None,Olive Oil,None,Oysters,43.64,3.4,Safe
Flaxseed Oil,Flaxseed Oil,None,Coconut Oil,Pepper,None,27.08,2.1,May Contain
Rabbit,Rabbit,None,Coconut Oil,None,None,12.31,1.9,May Contain
Tomato,Tomato,Sugar,Coconut Oil,Garlic,None,24.47,3.6,May Contain
Apple,Apple,None,Olive Oil,Salt,None,25.91,1.3,Safe
Olive Oil,Olive Oil,Honey,None,Pepper,None,22.32,1.4,May Contain
Xanthan Gum,Xanthan Gum,None,None,Garlic,None,44.8,2.1,Contains
Flaxseed Oil,Flaxseed Oil,Sugar,Olive Oil,Pepper,None,22.68,1.7,May Contain
Rice,Rice,Maple Syrup,Butter,Salt,Rice,5.65,1.1,May Contain
MSG,MSG,Sugar,Butter,Salt,None,18.71,1.8,May Contain
Rabbit,Rabbit,Honey,Butter,Salt,None,25.25,3.3,Safe
Turkey,Turkey,None,Olive Oil,Salt,None,32.88,1.3,Safe
Basil,Basil,Honey,Butter,None,None,43.67,1.8,Safe
Sulfites,Sulfites,Sugar,Coconut Oil,Salt,None,39.95,2.4,May Contain
Tomato,Tomato,Sugar,Olive Oil,Garlic,None,47.33,2,Safe
Potassium Sorbate,Potassium Sorbate,Honey,Butter,Salt,None,19.44,1.6,Safe
Apple,Apple,Maple Syrup,Coconut Oil,Pepper,None,31.97,1.4,Safe
Quinoa,Quinoa,Honey,Olive Oil,Garlic,Quinoa,31.63,4.4,Contains
Peas,Peas,Honey,Coconut Oil,Garlic,None,17.31,4.1,Safe
Buckwheat,Buckwheat,Sugar,Coconut Oil,Pepper,Buckwheat,37,1.4,May Contain
Thyme,Thyme,Maple Syrup,Butter,Garlic,None,25.86,2.5,Contains
Sulfites,Sulfites,Maple Syrup,Olive Oil,Salt,None,13.66,2.1,Contains
Potato,Potato,Sugar,Olive Oil,None,None,34.27,4.4,Safe
Condensed Milk,Condensed Milk,Maple Syrup,Olive Oil,Pepper,Condensed Milk,36.06,3.1,Safe
Kiwi,Kiwi,Honey,Coconut Oil,None,None,49.97,2.3,Safe
Plum,Plum,Maple Syrup,Coconut Oil,Salt,None,17.78,2.3,Contains
Kiwi,Kiwi,None,Butter,Pepper,None,17.59,1.9,May Contain
Grapes,Grapes,Sugar,Butter,Salt,None,44.69,2.2,Safe
Beef,Beef,Sugar,Butter,Garlic,None,35.59,2.2,Contains
Lobster,Lobster,Maple Syrup,Olive Oil,Pepper,Lobster,9.24,1.8,Contains
Cheese,Cheese,Maple Syrup,Butter,Pepper,Cheese,32.45,1.3,Contains
Sunflower Seeds,Sunflower Seeds,Maple Syrup,None,Salt,Sunflower Seeds,14.71,4.3,Safe
Nitrates,Nitrates,Honey,Olive Oil,None,None,38.97,1.1,Safe
Chickpeas,Chickpeas,None,Butter,Salt,Chickpeas,41.97,4.6,Safe
Sesame Oil,Sesame Oil,Maple Syrup,Olive Oil,Garlic,None,32.81,4.3,Contains
Turmeric,Turmeric,Sugar,Olive Oil,Salt,None,15.36,3.7,Contains
Rosemary,Rosemary,None,None,Salt,None,14.64,1.9,Contains
Grapes,Grapes,Honey,Olive Oil,Garlic,None,31.72,4,Contains
Sesame Seeds,Sesame Seeds,None,Olive Oil,Garlic,Sesame Seeds,12.87,1.6,Safe
Yogurt,Yogurt,Honey,Olive Oil,Salt,Yogurt,43.1,1.9,Contains
Artificial Coloring,Artificial Coloring,Honey,None,Salt,None,7.41,2.9,May Contain
Duck,Duck,Honey,Butter,Pepper,None,40.05,2.2,Contains
Peas,Peas,Honey,Olive Oil,Garlic,None,5.18,1.4,Safe
Flaxseed Oil,Flaxseed Oil,Honey,None,Garlic,None,16.25,3.1,Safe
Cheese,Cheese,Honey,None,Salt,Cheese,33.03,4.5,Safe
Turmeric,Turmeric,Maple Syrup,Butter,Pepper,None,33.9,1.8,May Contain
Rosemary,Rosemary,Maple Syrup,Olive Oil,Pepper,None,10.89,1.5,Safe
Pepper,Pepper,Maple Syrup,None,Salt,None,10.61,1.3,Safe
Olive Oil,Olive Oil,Honey,Olive Oil,Garlic,None,42.9,1.5,May Contain
Cashews,Cashews,Honey,Butter,Salt,Cashews,19.36,3,May Contain
Ghee,Ghee,Maple Syrup,None,Garlic,Ghee,37.53,3.3,Contains
Sesame Oil,Sesame Oil,Sugar,Coconut Oil,Garlic,None,37.82,4.5,Safe
Crab,Crab,Maple Syrup,None,Garlic,Crab,13.19,4.1,Contains
Peach,Peach,Honey,Olive Oil,Pepper,None,15.17,4.5,Contains
Spelt,Spelt,Sugar,None,None,Spelt,20.07,4.8,Contains
Chia Seeds,Chia Seeds,Maple Syrup,Olive Oil,Pepper,Chia Seeds,13.66,1.3,Safe
Rabbit,Rabbit,None,Olive Oil,Garlic,None,49.33,1.8,Contains
Lobster,Lobster,Honey,Butter,Salt,Lobster,43.44,1.8,Safe
Aspartame,Aspartame,Maple Syrup,Olive Oil,Salt,None,7.2,3.6,May Contain
Curd,Curd,None,None,None,Curd,17.51,2.7,May Contain
Quinoa,Quinoa,Honey,Coconut Oil,Garlic,Quinoa,21.58,2.2,Contains
Lamb,Lamb,Honey,Coconut Oil,Pepper,None,34.04,2.8,Contains
Cottage Cheese,Cottage Cheese,Honey,Butter,None,Cottage Cheese,16.03,5,Contains
Veal,Veal,None,Olive Oil,Salt,None,5.63,3.6,May Contain
Sweet Potato,Sweet Potato,Sugar,None,Garlic,None,10.7,2.7,May Contain
Garlic,Garlic,Sugar,None,Salt,None,27.02,2.3,Safe
Chickpeas,Chickpeas,Sugar,Olive Oil,Salt,Chickpeas,10.11,3.2,Safe
Carrageenan,Carrageenan,None,None,None,None,38.34,1.6,Safe
Shrimp,Shrimp,None,None,Salt,Shrimp,21.37,1.2,May Contain
Condensed Milk,Condensed Milk,None,Butter,None,Condensed Milk,43.18,4,Safe
Mango,Mango,Sugar,None,Pepper,None,49.58,4.5,Safe
Soybeans,Soybeans,Sugar,Coconut Oil,Garlic,Soybeans,17.31,1.8,Safe
Olive Oil,Olive Oil,Sugar,Olive Oil,Pepper,None,14.83,2,Safe
Orange,Orange,Honey,Olive Oil,Pepper,None,18.45,1.5,Contains
Avocado Oil,Avocado Oil,Sugar,Butter,Garlic,None,25.35,3.4,Contains
Cinnamon,Cinnamon,Honey,None,None,None,40.27,4.8,May Contain
Benzoates,Benzoates,Honey,Olive Oil,Pepper,None,31.88,4.4,Safe
Rye,Rye,Maple Syrup,Butter,Salt,Rye,25.79,3.8,May Contain
Peanuts,Peanuts,None,None,Salt,Peanuts,7.48,2,Contains
Goat,Goat,Maple Syrup,Coconut Oil,Pepper,None,33.09,3.9,Contains
Yogurt,Yogurt,None,Olive Oil,Garlic,Yogurt,47.19,3.4,Safe
Millet,Millet,Sugar,None,Garlic,Millet,9.79,4.2,Contains
Kiwi,Kiwi,Honey,Coconut Oil,None,None,34.31,1.6,Contains
Plum,Plum,None,Olive Oil,Salt,None,46.56,2.2,May Contain
Sunflower Seeds,Sunflower Seeds,Sugar,None,None,Sunflower Seeds,17.54,2.1,May Contain
Blackberry,Blackberry,Sugar,Coconut Oil,Pepper,None,45.62,2.3,Contains
Cottage Cheese,Cottage Cheese,Sugar,None,Garlic,Cottage Cheese,7.31,3.3,Contains
Rosemary,Rosemary,None,Olive Oil,None,None,9.51,3.2,Contains
Cream,Cream,None,Coconut Oil,None,Cream,47.51,3.8,Safe
Crab,Crab,Sugar,None,Salt,Crab,39.54,4.9,Safe
Hemp Seeds,Hemp Seeds,Maple Syrup,Butter,None,Hemp Seeds,28.79,3.2,Safe
Tuna,Tuna,Maple Syrup,None,Salt,Tuna,26.36,1.6,May Contain
Xanthan Gum,Xanthan Gum,Honey,Butter,Garlic,None,34.67,1.6,May Contain
Cantaloupe,Cantaloupe,Maple Syrup,Butter,Garlic,None,41.07,1.8,Safe
Sesame Oil,Sesame Oil,Honey,Butter,Pepper,None,23.57,2.4,Contains
Goat,Goat,Honey,Butter,Salt,None,30.68,4.1,May Contain
Condensed Milk,Condensed Milk,Maple Syrup,Coconut Oil,Pepper,Condensed Milk,44.82,2.1,Contains
Aspartame,Aspartame,None,Olive Oil,Salt,None,16.06,2,Contains
Barley,Barley,Maple Syrup,Coconut Oil,Pepper,Barley,39.33,2.7,Safe
Farro,Farro,Honey,None,Salt,Farro,26.38,2.3,Safe
Quail,Quail,None,None,Salt,None,19.32,3.5,Safe
Yogurt,Yogurt,None,None,Pepper,Yogurt,24.65,1.3,Contains
Chicken,Chicken,Sugar,Coconut Oil,Salt,None,14.19,1.1,May Contain
Soybeans,Soybeans,Maple Syrup,Coconut Oil,Pepper,Soybeans,32.22,4.9,Safe
Pumpkin Seeds,Pumpkin Seeds,None,Butter,None,Pumpkin Seeds,13.36,4.9,Safe
Milk,Milk,Sugar,None,Salt,Milk,40.77,4.4,Safe
Veal,Veal,Sugar,None,Pepper,None,48.83,4.1,Contains
Sesame Oil,Sesame Oil,Maple Syrup,Coconut Oil,Pepper,None,24.57,4,Contains
Spelt,Spelt,Sugar,Olive Oil,None,Spelt,19.85,2.6,Safe
Rye,Rye,None,Olive Oil,None,Rye,12.65,1.4,Contains
Cumin,Cumin,Maple Syrup,Butter,Pepper,None,13.07,2.1,Safe
Milk,Milk,Maple Syrup,Olive Oil,Pepper,Milk,37.64,4.4,Safe
Lychee,Lychee,Honey,Olive Oil,Pepper,None,37.72,1.7,Safe
Flaxseed Oil,Flaxseed Oil,Maple Syrup,Butter,Pepper,None,19.83,2.5,Contains
Millet,Millet,Maple Syrup,Olive Oil,Pepper,Millet,47.6,3.8,May Contain
Carrageenan,Carrageenan,Maple Syrup,Coconut Oil,Garlic,None,28.38,4.2,Safe
Turmeric,Turmeric,Sugar,Coconut Oil,Pepper,None,25.37,1.3,May Contain
Buckwheat,Buckwheat,Sugar,Olive Oil,Garlic,Buckwheat,38.57,1.7,May Contain
Black Beans,Black Beans,None,None,Salt,Black Beans,42.03,2.5,May Contain
Grapeseed Oil,Grapeseed Oil,Sugar,None,Pepper,None,20.37,1.6,Safe
Thyme,Thyme,None,Butter,None,None,13.86,4,May Contain
Rye,Rye,Maple Syrup,Coconut Oil,Salt,Rye,34.45,1.6,Contains
Cottage Cheese,Cottage Cheese,Maple Syrup,Olive Oil,Garlic,Cottage Cheese,13.62,1.9,Safe
Corn,Corn,Honey,Butter,None,Corn,18.1,3.7,May Contain
Sunflower Oil,Sunflower Oil,Maple Syrup,Coconut Oil,Pepper,None,21.07,4.6,Safe
Quail,Quail,Maple Syrup,Coconut Oil,Garlic,None,32.31,3.8,May Contain
Beetroot,Beetroot,Honey,Coconut Oil,None,None,38.17,1.9,Contains
Squid,Squid,Honey,None,Salt,Squid,38.62,2,May Contain
Canola Oil,Canola Oil,Sugar,None,Salt,None,19.34,3.8,Contains
Rice,Rice,Maple Syrup,None,Salt,Rice,44.08,4.6,May Contain
Sesame Oil,Sesame Oil,Honey,Coconut Oil,Garlic,None,34.82,1.3,Contains
Yogurt,Yogurt,Sugar,Coconut Oil,None,Yogurt,25.58,2,Safe
Veal,Veal,Honey,Butter,Garlic,None,44.51,3,Contains
Sesame Seeds,Sesame Seeds,Maple Syrup,Coconut Oil,Garlic,Sesame Seeds,40.6,4.1,Safe
Bell Pepper,Bell Pepper,None,Coconut Oil,None,None,12.73,4.4,May Contain
Flaxseed Oil,Flaxseed Oil,Sugar,Olive Oil,Pepper,None,17.85,1.7,Safe
Carrageenan,Carrageenan,Sugar,Butter,Garlic,None,43.23,4,Safe
Chickpeas,Chickpeas,Maple Syrup,Olive Oil,Garlic,Chickpeas,24.77,2.3,Contains
Flaxseed Oil,Flaxseed Oil,Honey,Butter,Pepper,None,45.38,3.8,May Contain
Grapes,Grapes,Sugar,Coconut Oil,None,None,9.15,4.3,May Contain
Whey,Whey,Sugar,Olive Oil,Salt,Whey,19.99,1.4,May Contain
Asparagus,Asparagus,Maple Syrup,None,None,None,18.35,1.6,Safe
Sodium Benzoate,Sodium Benzoate,Maple Syrup,Coconut Oil,Salt,None,37.95,3.3,Safe
Xanthan Gum,Xanthan Gum,Maple Syrup,Coconut Oil,Pepper,None,16.37,3.7,May Contain
Ginger,Ginger,Honey,Coconut Oil,Garlic,None,41.1,3.4,Safe
Tomato,Tomato,None,Olive Oil,Pepper,None,27.98,4.4,Safe
Papaya,Papaya,None,Butter,Garlic,None,46.41,4.8,Safe
Canola Oil,Canola Oil,Honey,Olive Oil,Pepper,None,22.19,2.7,Contains
Cumin,Cumin,Maple Syrup,None,Pepper,None,25.79,3,Contains
Sunflower Oil,Sunflower Oil,Honey,Olive Oil,None,None,40.19,4,May Contain
Soybeans,Soybeans,Maple Syrup,Butter,Garlic,Soybeans,25.74,1.3,Contains
Lamb,Lamb,Honey,Butter,Garlic,None,15.81,4.2,Safe
Pine Nuts,Pine Nuts,Honey,None,Pepper,Pine Nuts,20.13,1.7,Safe
Milk,Milk,Honey,Coconut Oil,Garlic,Milk,29.72,3.7,May Contain
Flaxseed Oil,Flaxseed Oil,Maple Syrup,Olive Oil,Salt,None,23.71,4.3,Contains
Papaya,Papaya,Maple Syrup,Olive Oil,Pepper,None,35.75,4,May Contain
Avocado Oil,Avocado Oil,Sugar,Olive Oil,None,None,20.71,4,Contains
Tuna,Tuna,Maple Syrup,Olive Oil,Salt,Tuna,11.32,4,Contains
Goat,Goat,None,None,None,None,39.04,2.3,Contains
MSG,MSG,Maple Syrup,None,Pepper,None,33.96,2.5,Safe
Sodium Benzoate,Sodium Benzoate,Honey,None,Garlic,None,48.86,2.3,Contains
Pumpkin Seeds,Pumpkin Seeds,Honey,Olive Oil,Pepper,Pumpkin Seeds,32.72,4,Contains
Xanthan Gum,Xanthan Gum,None,Butter,Garlic,None,9.98,3.8,May Contain
Mango,Mango,None,Olive Oil,Garlic,None,44.21,2.8,Safe
Blackberry,Blackberry,Honey,Butter,Garlic,None,21.56,4.3,Contains
Chia Seeds,Chia Seeds,Honey,Butter,Garlic,Chia Seeds,29.2,1.2,Contains
Soybeans,Soybeans,Honey,Coconut Oil,Pepper,Soybeans,29.61,1.5,Contains
Tomato,Tomato,None,Olive Oil,Pepper,None,10.88,1.8,May Contain
Yogurt,Yogurt,Maple Syrup,Olive Oil,Garlic,Yogurt,14.35,4.4,May Contain
Potassium Sorbate,Potassium Sorbate,None,Butter,None,None,21.9,4.8,Contains
Salmon,Salmon,None,Olive Oil,None,Salmon,16.1,4.9,May Contain
Beef,Beef,None,None,None,None,7.97,2.6,Safe
Veal,Veal,Sugar,None,Pepper,None,29.62,3.3,Safe
Ghee,Ghee,Honey,Butter,Garlic,Ghee,49.12,2.3,Contains
Pomegranate,Pomegranate,Honey,Olive Oil,None,None,20.17,1.7,May Contain
Cod,Cod,Honey,Butter,Garlic,Cod,34.8,4.1,Safe
Ghee,Ghee,Honey,None,Pepper,Ghee,29.58,2,Contains
Celery,Celery,Honey,Coconut Oil,None,None,30.09,1.1,Safe
Coconut Oil,Coconut Oil,Sugar,Butter,None,None,21.36,4.9,Safe
Chia Seeds,Chia Seeds,Maple Syrup,Olive Oil,Salt,Chia Seeds,9.3,1.7,Contains
Millet,Millet,Sugar,Olive Oil,Garlic,Millet,10.52,1.2,Safe
Hemp Seeds,Hemp Seeds,Maple Syrup,Butter,Pepper,Hemp Seeds,31.78,3.6,Safe
Leek,Leek,None,None,None,None,45.17,1.2,Contains
Chickpeas,Chickpeas,Maple Syrup,Coconut Oil,None,Chickpeas,28.4,4.7,Safe
Leek,Leek,Maple Syrup,Butter,None,None,7.98,1.6,May Contain
Shrimp,Shrimp,Honey,None,Salt,Shrimp,24.3,1.5,May Contain
Benzoates,Benzoates,Honey,Olive Oil,Garlic,None,40.02,3.5,May Contain
Sunflower Oil,Sunflower Oil,Maple Syrup,Coconut Oil,Pepper,None,36.55,2.7,May Contain
Nutmeg,Nutmeg,Sugar,None,Salt,None,37.59,4.5,May Contain
Cinnamon,Cinnamon,Maple Syrup,Butter,Salt,None,27.86,3.9,May Contain
Sardines,Sardines,None,None,Garlic,Sardines,46.13,2.8,May Contain
Lobster,Lobster,Honey,Olive Oil,Salt,Lobster,6.3,3.7,Contains
Cardamom,Cardamom,None,Coconut Oil,Garlic,None,13.88,1,May Contain
Plum,Plum,Sugar,Olive Oil,None,None,37.4,2.6,May Contain
Cauliflower,Cauliflower,Honey,Butter,Garlic,None,28.52,1,Safe
Peanuts,Peanuts,None,None,None,Peanuts,20.49,1.8,Contains
Farro,Farro,Honey,Butter,Pepper,Farro,42.74,3.4,Contains
Hazelnuts,Hazelnuts,Maple Syrup,None,Salt,Hazelnuts,33.24,1.3,May Contain
Cottage Cheese,Cottage Cheese,Sugar,None,Pepper,Cottage Cheese,14.62,2.1,Safe
Cream,Cream,Maple Syrup,Coconut Oil,Pepper,Cream,8.77,2.1,May Contain
Turkey,Turkey,Honey,Butter,None,None,17.84,4.9,Safe
